Date of Movie,Starting Time,Actors,Channel Name,Production Date,Title of Show,Current Episode,Total Episodes,Genre,Series/Movie,Season Number
27-04-2021,00:10,-,een,2021,Journaallus,-,-, Nieuws In Lusvorm,Serie,-
27-04-2021,00:10,-,canvas,2021,Canvaslus,-,-,-,Serie,-
27-04-2021,05:50,-,vtm,2014,De Proefknuffels,7,30,-,Jeugdprogramma,1
27-04-2021,06:00,-,vtm,2009,TiTaToverfeest,141,250, Jeugd,Jeugdprogramma,1
27-04-2021,06:15,-,vtm,2009,TiTaToverfeest,142,250, Jeugd,Jeugdprogramma,1
27-04-2021,06:25,-,vtm,2000,Kabouter plop,11,24, Kleuterprogramma,Jeugdprogramma,2000
27-04-2021,06:35,-,vtm,2000,Kabouter plop,12,60, Kleuterprogramma,Jeugdprogramma,2000
27-04-2021,06:40,-,vtm,2018,Trolls: The Beat Goes On!,7,26, Animatie,Jeugdprogramma,1
27-04-2021,07:00,-,vtm,2020,Lego Ninjago,17,32, Animatie,Jeugdprogramma,2
27-04-2021,07:15,-,vtm,2018,Pokémon: Zon & Maan Ultra-Avonturen,15,48, Animatie,Jeugdprogramma,21
27-04-2021,07:35,-,vtm,2018,Pokémon: Zon & Maan Ultra-Avonturen,16,48, Animatie,Jeugdprogramma,21
27-04-2021,08:00,-,vtm,2018,De Buurtpolitie - Extra,22,24, Reality,Show,2
27-04-2021,08:10,-,vtm,2018,De Buurtpolitie - Extra,23,24, Reality,Show,2
27-04-2021,08:30,-,vtm,2015,Het Middelbaar,33,71, Jeugd,Jeugdprogramma,3
27-04-2021,08:40,-,vtm,2015,Het Middelbaar,34,71, Jeugd,Jeugdprogramma,3
27-04-2021,08:50,-,vtm,2015,Dawn of the Croods,7,26, Animatie,Jeugdprogramma,1
27-04-2021,09:00,-,een,-,Lentebeelden,-,-,-,Serie,-
27-04-2021,09:00,-,canvas,-,Lentebeelden,-,-,-,Serie,-
27-04-2021,09:15,"Karen Damen, Kristel Verbeke, Josje Huisman, Jacques Vermeire (Marcel), Winston Post (Bas)",vtm,2012,Hallo K3,5,14, Sitcom,Reeks,3
27-04-2021,09:40,-,vtm,2020,Loïc: Zot van Koken,52,95, Culinair Magazine,Serie,2
27-04-2021,09:55,-,vtm,2020,Geen uitzending,-,-,-,-,-
27-04-2021,10:00,-,een,2020,Radio 2 op één,171,220,-,Serie,2020
27-04-2021,10:00,-,canvas,2021,Ketnet Junior,117,365, Kleuterprogramma,Jeugdprogramma,2021
27-04-2021,12:00,-,een,-,Lentebeelden,-,-,-,Serie,-
27-04-2021,12:16,-,een,-,Dagelijkse Kost,2790,240, Culinair Magazine,Serie,11
27-04-2021,12:32,-,een,-,Blokken,5653,205, Quiz,Spelprogramma,2020
27-04-2021,12:00,-,vtm,2019,Echte Verhalen: De Buurtpolitie,20,40, Reality,Show,11
27-04-2021,12:25,"Tinne Oltmans (Lisa), Oscar Willems (Jonas), Anouck Luyten (Katja), Bert Verbeke (Gert), Hilde De Baerdemaeker (Suzanne)",vtm,2021,Lisa,64,205, Romantische Serie,Reeks,1
27-04-2021,13:00,-,een,2021,Het journaal,-,-,-,Serie,-
27-04-2021,13:25,-,een,2021,Het weer,-,-, Weerbericht,Nieuws,-
27-04-2021,13:30,-,een,2020,Iedereen beroemd,205,246,-,Reportage,2020
27-04-2021,13:54,-,een,2021,Extra time,14,21, Sportmagazine,Serie,2021
