Date of Movie,Starting Time,Actors,Channel Name,Production Date,Title of Show,Current Episode,Total Episodes,Genre,Series/Movie,Season Number
25-03-2021,01:15,-,een,2021,Journaallus,-,-, Nieuws In Lusvorm,Serie,-
25-03-2021,00:10,-,canvas,2021,Canvaslus,-,-,-,Serie,-
25-03-2021,05:55,-,vtm,2014,Percy de Tijger,24,26, Animatie,Jeugdprogramma,1
25-03-2021,06:05,-,vtm,2009,TiTaToverfeest,117,250, Jeugd,Jeugdprogramma,1
25-03-2021,06:20,-,vtm,2009,TiTaToverfeest,118,250, Jeugd,Jeugdprogramma,1
25-03-2021,06:35,-,vtm,1998,Kabouter plop,59,60, Kleuterprogramma,Jeugdprogramma,1998
25-03-2021,06:40,-,vtm,2018,Pokémon: Zon & Maan Ultra-Avonturen,24,48, Animatie,Jeugdprogramma,21
25-03-2021,07:05,-,vtm,2020,Lego Ninjago,15,32, Animatie,Jeugdprogramma,2
25-03-2021,07:15,-,vtm,2020,Lego Ninjago,16,32, Animatie,Jeugdprogramma,2
25-03-2021,07:25,"Kristel Verbeke, Karen Damen, Josje Huisman, Winston Post (Bas), Jacques Vermeire (Marcel)",vtm,2011,Hallo K3,1,12, Sitcom,Reeks,2
25-03-2021,07:55,-,vtm,2020,VLOGLAB Mystery #Stories,11,17,-,Magazine,5
25-03-2021,08:15,-,vtm,2017,De Buurtpolitie - Extra,51,75, Reality,Show,1
25-03-2021,08:30,-,vtm,2017,De Buurtpolitie - Extra,52,75, Reality,Show,1
25-03-2021,08:45,-,vtm,2016,Draken: Race Naar de Rand,24,26, Animatie,Jeugdprogramma,2
25-03-2021,09:00,-,een,-,Lentebeelden,-,-,-,Serie,-
25-03-2021,09:00,-,canvas,-,Lentebeelden,-,-,-,Serie,-
25-03-2021,09:05,-,vtm,2019,Wakandy,19,28,-,Show,2
25-03-2021,09:20,-,vtm,2019,Wakandy,20,28,-,Show,2
25-03-2021,09:35,-,vtm,2020,Loïc: Zot van Koken,29,95, Culinair Magazine,Serie,2
25-03-2021,09:50,-,vtm,2020,Geen uitzending,-,-,-,-,-
25-03-2021,10:00,-,een,2020,Radio 2 op één,148,220,-,Serie,2020
25-03-2021,10:00,-,canvas,2021,Ketnet Junior,84,365, Kleuterprogramma,Jeugdprogramma,2021
25-03-2021,11:55,-,vtm,2018,Echte Verhalen: De Buurtpolitie,68,70, Reality,Show,10
25-03-2021,12:00,-,een,-,Lentebeelden,-,-,-,Serie,-
25-03-2021,12:20,-,een,-,Dagelijkse Kost,2762,240, Culinair Magazine,Serie,11
25-03-2021,12:35,-,een,2020,Blokken,5629,205, Quiz,Spelprogramma,2020
25-03-2021,12:25,"Tinne Oltmans (Lisa), Oscar Willems (Jonas), Anouck Luyten (Katja), Bert Verbeke (Gert), Hilde De Baerdemaeker (Suzanne)",vtm,2021,Lisa,42,205, Romantische Serie,Reeks,1
25-03-2021,13:00,-,een,2021,Het journaal,-,-,-,Serie,-
25-03-2021,13:25,-,een,2021,Het weer,-,-, Weerbericht,Nieuws,-
25-03-2021,13:30,-,een,2020,Iedereen beroemd,177,246,-,Magazine,2020
25-03-2021,13:55,-,een,-,Clips,1,-, Muziekclips,Serie,1
25-03-2021,13:00,-,vtm,2021,VTM NIEUWS,-,-,-,Serie,-
25-03-2021,13:30,-,vtm,2021,Het Weer,-,-, Weerbericht,Nieuws,-
25-03-2021,13:40,"Caroline Maes (Mieke), Annie Geeraerts (Anna), Ray Verhaeghe (Albert), Sandrine André (Véronique), Gunter De Batselier (Peter)",vtm,2015,Familie,44,223, Soap,Reeks,25
25-03-2021,14:00,-,een,2021,Villa Politica Extra,77,72, Praatprogramma Over De Actualiteit,Serie,2021
25-03-2021,14:00,-,canvas,2021,Villa Politica Extra,5,72, Praatprogramma Over De Actualiteit,Serie,2021
25-03-2021,14:15,"Greet Rouffaer (Nellie), Marc Coessens (Frank), Arnold Willems (Georges), Peter Bulckaen (Max), Kürt Rogiers (Sneyers)",vtm,2004,Wittekerke,58,88, Soap,Reeks,12
25-03-2021,15:00,-,een,2021,Sporza: Oxyclean Classic Brugge - De Panne,-,-, Wielrennen,Sport,-
25-03-2021,15:30,-,canvas,2021,Ketnet Junior,84,365, Kleuterprogramma,Jeugdprogramma,2021
