Date of Movie,Starting Time,Actors,Channel Name,Production Date,Title of Show,Current Episode,Total Episodes,Genre,Series/Movie,Season Number
08-03-2021,01:45,-,een,2021,Journaallus,-,-, Nieuws In Lusvorm,Serie,-
08-03-2021,00:25,-,canvas,2021,Canvaslus,-,-,-,Serie,-
08-03-2021,01:30,-,vtm,-,Qmusic,-,-,-,-,-
08-03-2021,06:00,-,vtm,2016,Thomas de Trein,11,26, Animatie,Jeugdprogramma,20
08-03-2021,06:10,-,vtm,2014,Percy de Tijger,11,26, Animatie,Jeugdprogramma,1
08-03-2021,06:20,-,vtm,2009,TiTaToverfeest,91,250, Jeugd,Jeugdprogramma,1
08-03-2021,06:35,-,vtm,2009,TiTaToverfeest,92,250, Jeugd,Jeugdprogramma,1
08-03-2021,06:50,-,vtm,1998,Kabouter plop,46,60, Kleuterprogramma,Jeugdprogramma,1998
08-03-2021,06:55,-,vtm,2018,Pokémon: Zon & Maan Ultra-Avonturen,11,48, Animatie,Jeugdprogramma,21
08-03-2021,07:15,-,vtm,2020,Lego Ninjago,21,32, Animatie,Jeugdprogramma,2
08-03-2021,07:25,-,vtm,2020,Lego Ninjago,22,32, Animatie,Jeugdprogramma,2
08-03-2021,07:35,"Jacques Vermeire, Josje Huisman, Kristel Verbeke, Karen Damen",vtm,2010,Hallo K3,1,13, Sitcom,Reeks,1
08-03-2021,08:05,-,vtm,2019,VLOGLAB Secrets #Stories,11,13, Jeugd,Jeugdprogramma,1
08-03-2021,08:25,-,vtm,2017,De Buurtpolitie - Extra,25,75, Reality,Show,1
08-03-2021,08:35,-,vtm,2017,De Buurtpolitie - Extra,26,75, Reality,Show,1
08-03-2021,08:50,-,vtm,2016,Draken: Race Naar de Rand,11,26, Animatie,Jeugdprogramma,2
08-03-2021,09:00,-,een,-,Winterbeelden,-,-,-,Serie,-
08-03-2021,09:00,-,canvas,-,Winterbeelden,-,-,-,Serie,-
08-03-2021,09:10,-,vtm,2019,Wakandy,21,28,-,Show,2
08-03-2021,09:25,-,vtm,2019,Wakandy,22,28,-,Show,2
08-03-2021,09:40,-,vtm,2020,Loïc: Zot van Koken,15,95, Culinair Magazine,Serie,2
08-03-2021,09:55,-,vtm,2020,Geen uitzending,-,-,-,-,-
08-03-2021,10:00,-,een,2020,Radio 2 op één,135,220,-,Serie,2020
08-03-2021,10:00,-,canvas,2021,Ketnet Junior,67,365, Kleuterprogramma,Jeugdprogramma,2021
08-03-2021,11:55,-,vtm,2018,Echte Verhalen: De Buurtpolitie,55,70, Reality,Show,10
08-03-2021,12:00,-,een,-,Winterbeelden,-,-,-,Serie,-
08-03-2021,12:20,-,een,-,Dagelijkse Kost,2746,240, Culinair Magazine,Serie,11
08-03-2021,12:35,-,een,2020,Blokken,5617,205, Spelshow,Serie,2020
08-03-2021,12:30,"Tinne Oltmans (Lisa), Oscar Willems (Jonas), Anouck Luyten (Katja), Bert Verbeke (Gert), Hilde De Baerdemaeker (Suzanne)",vtm,2021,Lisa,30,205, Romantische Serie,Reeks,1
08-03-2021,13:00,-,een,2021,Het journaal,-,-,-,Serie,-
08-03-2021,13:25,-,een,2021,Het weer,-,-, Weerbericht,Nieuws,-
08-03-2021,13:30,-,een,2020,Iedereen beroemd,251,246,-,Reportage,2020
08-03-2021,13:50,"Pol Goossen (Frank), Marleen Merckx (Simonne), Leah Thys (Marianne), Monika Van Lierde (Ann), Annick Segal (Rosa)",een,2017,Thuis,4417,-, Soap,Reeks,23
08-03-2021,13:00,-,vtm,2021,VTM NIEUWS,-,-,-,Serie,-
08-03-2021,13:30,-,vtm,2021,Het Weer,-,-, Weerbericht,Nieuws,-
08-03-2021,13:40,"Caroline Maes (Mieke), Annie Geeraerts (Anna), Ray Verhaeghe (Albert), Sandrine André (Véronique), Gunter De Batselier (Peter)",vtm,2015,Familie,31,223, Soap,Reeks,25
08-03-2021,14:20,-,een,2018,Dieren in nesten,8,-, Natuurmagazine,Serie,7
08-03-2021,14:45,-,een,2021,Sporza: Parijs - Nice,-,-, Wielrennen,Sport,-
08-03-2021,14:15,"Greet Rouffaer (Nellie), Marc Coessens (Frank), Arnold Willems (Georges), Peter Bulckaen (Max), Kürt Rogiers (Sneyers)",vtm,2004,Wittekerke,45,88, Soap,Reeks,12
08-03-2021,15:20,"Kate Walsh (Dr. Addison Montgomery), Tim Daly (Dr. Pete Wilder), Paul Adelstein (Dr. Cooper Freedman), KaDee Strickland (Dr. Charlotte King), Taye Diggs (Dr. Sam Bennett)",vtm,2012,Private Practice,5,22, Dramaserie,Reeks,5
08-03-2021,16:15,-,een,-,Clips,1,-, Muziekclips,Serie,1
08-03-2021,16:25,-,een,2017,Etonnants jardins,3,10,-,Documentaire,1
