Date of Movie,Starting Time,Actors,Channel Name,Production Date,Title of Show,Current Episode,Total Episodes,Genre,Series/Movie,Season Number
27-03-2021,01:45,-,een,2021,Journaallus,-,-, Nieuws In Lusvorm,Serie,-
27-03-2021,00:30,-,canvas,2021,Canvaslus,-,-,-,Serie,-
27-03-2021,05:55,-,vtm,2016,Thomas de Trein,21,26, Animatie,Jeugdprogramma,20
27-03-2021,06:05,-,vtm,2018,Polly Pocket,17,26, Animatie,Jeugdprogramma,1
27-03-2021,06:30,-,vtm,2018,Polly Pocket,18,26, Animatie,Jeugdprogramma,1
27-03-2021,06:50,-,vtm,2018,Pokémon: Zon & Maan Ultra-Avonturen,21,48, Animatie,Jeugdprogramma,21
27-03-2021,07:15,-,vtm,2018,Pokémon: Zon & Maan Ultra-Avonturen,22,48, Animatie,Jeugdprogramma,21
27-03-2021,07:35,-,vtm,2017,De Buurtpolitie - Extra,45,75, Reality,Show,1
27-03-2021,07:50,-,vtm,2017,De Buurtpolitie - Extra,47,75, Reality,Show,1
27-03-2021,08:00,-,een,2020,Radio 2 op één,24,220,-,Serie,2020
27-03-2021,08:05,-,vtm,2016,Draken: Race Naar de Rand,21,26, Animatie,Jeugdprogramma,2
27-03-2021,08:30,-,vtm,2016,Draken: Race Naar de Rand,22,26, Animatie,Jeugdprogramma,2
27-03-2021,08:55,"Jacques Vermeire, Josje Huisman, Kristel Verbeke, Karen Damen",vtm,2010,Hallo K3,11,13, Sitcom,Reeks,1
27-03-2021,09:00,-,canvas,-,Lentebeelden,-,-,-,Serie,-
27-03-2021,09:20,-,vtm,2016,Kong - Koning van de Apen,8,16, Animatie,Jeugdprogramma,1
27-03-2021,09:40,"Ivo Pauwels (Nonkel Jef), Linda De Ridder (Odette Nollet), Luc Verhoeven (Izzi), Paul-Emile Van Royen (Louis), Nicole Laurent (Magda)",vtm,2000,Nonkel Jef,19,27, Komische Serie,Reeks,6
27-03-2021,10:00,-,een,-,Lentebeelden,-,-,-,Serie,-
27-03-2021,10:00,-,canvas,2021,Ketnet Junior,86,365, Kleuterprogramma,Jeugdprogramma,2021
27-03-2021,10:05,-,vtm,2020,Geen uitzending,-,-,-,-,-
27-03-2021,11:40,-,een,2021,De week van Bruzz,13,52, Actualiteitenmagazine,Serie,2021
27-03-2021,12:10,-,een,2021,De markt,11,37, Economisch Magazine,Serie,2021
27-03-2021,12:35,-,een,2020,Blokken,5631,205, Spelshow,Serie,2020
27-03-2021,12:05,"Gabriel Macht (Harvey Specter), Rick Hoffman (Louis Litt), Sarah Rafferty (Donna Paulsen), Pierce Wendell (Robert Zane), Katherine Heigl (Samantha Wheeler)",vtm,2018,Suits,13,16, Dramaserie,Reeks,8
27-03-2021,13:00,-,een,2021,Het journaal,-,-,-,Serie,-
27-03-2021,13:25,-,een,2021,Het weer,-,-, Weerbericht,Nieuws,-
27-03-2021,13:30,-,een,2021,Villa Politica Extra,10,72, Praatprogramma Over De Actualiteit,Serie,2021
27-03-2021,13:00,-,vtm,2021,VTM NIEUWS,-,-,-,Serie,-
27-03-2021,13:30,-,vtm,2021,Het Weer,-,-, Weerbericht,Nieuws,-
27-03-2021,13:35,"Jennifer Lopez (Harlee Santos), Warren Kole (Robert Stahl), Drea de Matteo (Tess Nazario), Ray Liotta (Matt Wozniak), Dayo Okeniyi (Michael Loman)",vtm,2018,Shades of Blue,9,13, Misdaadserie,Reeks,3
27-03-2021,14:00,-,een,-,Clips,1,-, Muziekclips,Serie,1
27-03-2021,14:10,"Neil Dudgeon (John Barnaby), Jason Hughes (Jones), Fiona Dolman (Sarah Barnaby), Tamzin Malleson (Kate Wilding)",een,2012,Midsomer murders,5,12, Misdaadserie,Reeks,15
27-03-2021,14:30,"Isla Fisher (Rebecca Bloomwood), Hugh Dancy (Luke Brandon), Krysten Ritter (Suze), Joan Cusack (Jane Bloomwood), John Goodman (Graham Bloomwood)",vtm,2009,Confessions of a Shopaholic,-,-, Misdaadserie,Reeks,-
27-03-2021,15:40,Paul Gibson,een,2015,Father Brown,11,15, Culinair Magazine,Serie,3
