Date of Movie,Starting Time,Actors,Channel Name,Production Date,Title of Show,Current Episode,Total Episodes,Genre,Series/Movie,Season Number
11-02-2021,01:25,-,een,2021,Journaallus,-,-, Nieuws In Lusvorm,Serie,-
11-02-2021,23:55,-,canvas,2021,Canvaslus,-,-,-,Serie,-
11-02-2021,01:30,-,vtm,-,Qmusic,-,-,-,-,-
11-02-2021,05:00,-,vier,-,-,-,-,-,-,-
11-02-2021,06:05,-,vtm,2017,Brandweerman Sam,3,13, Tekenfilm,Jeugdprogramma,11
11-02-2021,06:15,-,vtm,2014,De Proefknuffels,29,30,-,Jeugdprogramma,1
11-02-2021,06:25,-,vtm,2009,TiTaToverfeest,57,250, Jeugdreeks,Jeugdprogramma,1
11-02-2021,06:40,-,vtm,2009,TiTaToverfeest,58,250, Jeugdreeks,Jeugdprogramma,1
11-02-2021,06:50,-,vtm,1998,Kabouter plop,29,107, Kleuterprogramma,Jeugdprogramma,1998
11-02-2021,07:00,-,vtm,2017,De Avonturen van de Gelaarsde Kat,3,13, Tekenfilm,Jeugdprogramma,3
11-02-2021,07:25,-,vtm,2016,Lang Leve Koning Julien,3,26, Tekenfilm,Jeugdprogramma,3
11-02-2021,07:45,-,vtm,2018,VLOGLAB Beach #Stories,3,10, Jeugdreeks,Jeugdprogramma,1
11-02-2021,07:50,-,vtm,2018,De Buurtpolitie - Extra,15,24, Reality-show,Serie,2
11-02-2021,08:10,-,vtm,2018,De Buurtpolitie - Extra,16,24, Reality-show,Serie,2
11-02-2021,08:20,-,vtm,2019,Wakandy,1,28,-,Show,2
11-02-2021,08:35,-,vtm,2018,Pokémon: Zon & Maan Ultra-Avonturen,29,48, Tekenfilm,Jeugdprogramma,21
11-02-2021,08:55,-,vtm,2016,Draken: Race Naar de Rand,3,26, Tekenfilm,Jeugdprogramma,2
11-02-2021,08:05,-,vier,-,-,-,-,-,-,-
11-02-2021,08:35,-,vier,2010,Tot op de Graat,22,40, Culinair Magazine,Serie,1
11-02-2021,08:55,-,vier,2016,Soep!,11,20, Culinair Magazine,Serie,1
11-02-2021,09:00,-,een,-,Winterbeelden,-,-,-,Serie,-
11-02-2021,09:00,-,canvas,-,Winterbeelden,-,-,-,Serie,-
11-02-2021,09:20,-,vtm,2020,Lego Ninjago,25,32, Tekenfilm,Jeugdprogramma,2
11-02-2021,09:30,-,vtm,2020,Lego Ninjago,26,32, Tekenfilm,Jeugdprogramma,2
11-02-2021,09:40,-,vtm,2019,Loïc: Zot van Koken,63,65, Culinair Magazine,Serie,1
11-02-2021,09:55,-,vtm,2020,Geen uitzending,-,-,-,-,-
11-02-2021,09:15,-,vier,2020,The Block Australia,32,50,-,Spelprogramma's,16
11-02-2021,10:00,-,een,2020,Radio 2 op één,118,220,-,Serie,2020
11-02-2021,10:00,-,canvas,2021,Ketnet Junior,42,365, Kleuterprogramma,Jeugdprogramma,2021
11-02-2021,10:20,-,vier,-,Geen uitzending,-,-,-,Serie,-
11-02-2021,11:55,-,vtm,2018,Echte Verhalen: De Buurtpolitie,38,70, Reality-show,Serie,10
11-02-2021,12:00,-,een,-,Winterbeelden,-,-,-,Serie,-
11-02-2021,12:20,-,een,-,Dagelijkse Kost,2726,240, Culinair Magazine,Serie,11
11-02-2021,12:35,-,een,2020,Blokken,5600,205, Spelshow,Serie,2020
11-02-2021,12:25,"Tinne Oltmans (Lisa), Oscar Willems (Jonas), Anouck Luyten (Katja), Issam Dakka (Mikhel), Femke Verschueren (Zoë)",vtm,2021,Lisa,13,205, Romantische Serie,Reeks,1
11-02-2021,12:25,-,vier,2015,Komen Eten,23,-, Culinair Magazine,Serie,14
11-02-2021,13:00,-,een,2021,Het journaal,-,-,-,Serie,-
11-02-2021,13:25,-,een,2021,Het weer,-,-, Weerbericht,Nieuws,-
