Date of Movie,Starting Time,Actors,Channel Name,Production Date,Title of Show,Current Episode,Total Episodes,Genre,Series/Movie,Season Number
16-02-2021,23:30,-,een,2021,Journaallus,-,-, Nieuws In Lusvorm,Serie,-
16-02-2021,00:10,-,canvas,2021,Canvaslus,-,-,-,Serie,-
16-02-2021,01:30,-,vtm,-,Qmusic,-,-,-,-,-
16-02-2021,01:20,-,vier,-,Geen uitzending,-,-,-,Serie,-
16-02-2021,06:00,-,vtm,2017,Brandweerman Sam,6,13, Animatie,Jeugdprogramma,11
16-02-2021,06:10,-,vtm,2014,De Proefknuffels,2,30,-,Jeugdprogramma,1
16-02-2021,06:20,-,vtm,2009,TiTaToverfeest,63,250, Jeugdreeks,Jeugdprogramma,1
16-02-2021,06:35,-,vtm,2009,TiTaToverfeest,64,250, Jeugdreeks,Jeugdprogramma,1
16-02-2021,06:50,-,vtm,1998,Kabouter plop,32,60, Kleuterprogramma,Jeugdprogramma,1998
16-02-2021,06:55,-,vtm,2018,Polly Pocket,2,26, Tekenfilm,Jeugdprogramma,1
16-02-2021,07:20,-,vtm,2016,Lang Leve Koning Julien,6,26, Animatie,Jeugdprogramma,3
16-02-2021,07:40,-,vtm,2018,VLOGLAB Beach #Stories,6,10, Jeugdreeks,Jeugdprogramma,1
16-02-2021,07:50,-,vtm,2018,De Buurtpolitie - Extra,21,24, Reality-show,Serie,2
16-02-2021,08:05,-,vtm,2018,De Buurtpolitie - Extra,22,24, Reality,Show,2
16-02-2021,08:20,-,vtm,2019,Wakandy,4,28,-,Show,2
16-02-2021,08:30,-,vtm,2017,Tarzan en Jane,3,8, Tekenfilm,Jeugdprogramma,1
16-02-2021,08:55,-,vtm,2017,Tarzan en Jane,4,8, Tekenfilm,Jeugdprogramma,1
16-02-2021,08:05,-,vier,2010,Roger van Damme: Desserts,25,30, Culinair Magazine,Serie,1
16-02-2021,08:25,-,vier,2016,De gezonde goesting,8,8, Culinair Magazine,Serie,1
16-02-2021,08:45,-,vier,2012,Fingerfood,1,5, Culinair Magazine,Serie,1
16-02-2021,09:00,-,een,-,Winterbeelden,-,-,-,Serie,-
16-02-2021,09:00,-,canvas,-,Winterbeelden,-,-,-,Serie,-
16-02-2021,09:15,-,vtm,2019,VLOGLAB Love #Stories,3,10, Jeugdreeks,Jeugdprogramma,1
16-02-2021,09:25,-,vtm,2019,VLOGLAB Love #Stories,4,10, Jeugdreeks,Jeugdprogramma,1
16-02-2021,09:35,-,vtm,2020,Loïc: Zot van Koken,1,95, Culinair Magazine,Serie,2
16-02-2021,09:50,-,vtm,2020,Geen uitzending,-,-,-,-,-
16-02-2021,09:05,-,vier,2020,The Block Australia,35,50,-,Spelprogramma's,16
16-02-2021,10:00,-,een,2020,Radio 2 op één,121,220,-,Serie,2020
16-02-2021,10:00,-,canvas,2021,Ketnet Junior,47,365, Kleuterprogramma,Jeugdprogramma,2021
16-02-2021,10:00,-,vier,-,Geen uitzending,-,-,-,Serie,-
16-02-2021,11:55,-,vtm,2018,Echte Verhalen: De Buurtpolitie,41,70, Reality-show,Serie,10
16-02-2021,12:00,-,een,-,Winterbeelden,-,-,-,Serie,-
16-02-2021,12:20,-,een,-,Dagelijkse Kost,2730,240, Culinair Magazine,Serie,11
16-02-2021,12:35,-,een,2020,Blokken,5603,205, Spelshow,Serie,2020
16-02-2021,12:25,"Tinne Oltmans (Lisa), Oscar Willems (Jonas), Anouck Luyten (Katja), Bert Verbeke (Gert), Hilde De Baerdemaeker (Suzanne)",vtm,2021,Lisa,16,205, Romantische Serie,Reeks,1
16-02-2021,12:00,-,vier,2015,Komen eten,25,-, Culinair Magazine,Serie,14
16-02-2021,12:45,-,vier,-,Geen uitzending,-,-,-,Serie,-
16-02-2021,13:00,-,een,2021,Het journaal,-,-,-,Serie,-
16-02-2021,13:25,-,een,2021,Het weer,-,-, Weerbericht,Nieuws,-
16-02-2021,13:30,-,een,2020,Iedereen beroemd,145,246,-,Reportage,2020
16-02-2021,13:55,-,een,2021,Extra time,6,21, Sportmagazine,Serie,2021
16-02-2021,13:00,-,vtm,2021,VTM NIEUWS,-,-,-,Serie,-
16-02-2021,13:30,-,vtm,2021,Het Weer,-,-, Weerbericht,Nieuws,-
16-02-2021,13:40,"Caroline Maes (Mieke), Annie Geeraerts (Anna), Ray Verhaeghe (Albert), Sandrine André (Véronique), Gunter De Batselier (Peter)",vtm,2015,Familie,17,223, Soap,Reeks,25
16-02-2021,14:15,"Greet Rouffaer (Nellie), Marc Coessens (Frank), Arnold Willems (Georges), Peter Bulckaen (Max), Kürt Rogiers (Sneyers)",vtm,2004,Wittekerke,31,88, Soap,Reeks,12
16-02-2021,15:00,-,een,-,Clips,1,-, Muziekclips,Serie,1
16-02-2021,15:15,"Mark Williams (Father Brown), Laura Main (Dorothy Underwood), Tom Chambers (Inspector Sullivan)",een,2014,Father Brown,3,10, Misdaadserie,Reeks,2
16-02-2021,15:15,"Kate Walsh (Addison Forbes Montgomery), Audra McDonald (Naomi Bennett), Taye Diggs (Sam Bennett), Tim Daly (Pete Wilder), Amy Brenneman (Violet Turner)",vtm,2010,Private Practice,13,22, Dramaserie,Reeks,4
16-02-2021,15:55,-,vier,2016,DIY (Do It Yourself),8,-, Culinair Magazine,Serie,1
16-02-2021,16:00,-,een,2015,Wild North,1,3, Natuurdocumentaire,Serie,1
16-02-2021,16:50,"Ariel Kaplan (Imogen), Tim Phillipps (Daniel), Stefan Dennis (Paul), Mavournee Hazel (Piper), Tom Oliver (Lou Carpenter)",een,2020,Buren,8170,-, Soap,Reeks,2020
16-02-2021,16:10,-,vtm,2016,America's Funniest Home Videos,25,44, Komische Show,Serie,28
16-02-2021,16:20,"Tim Allen (Mike Baxter), Nancy Travis (Vanessa Baxter), Amanda Fuller (Kristin Baxter), Christoph Sanders (Kyle Anderson), Molly McCook (Mandy Baxter)",vtm,2018,Last Man Standing,19,22, Komische Serie,Reeks,7
16-02-2021,16:45,"Antje Hagen (Hildegard), Sepp Schauer (Alfons), Joachim Lätsch (André), Dieter Bach (Christoph), Uta Kargel (Eva)",vtm,2020,Sturm der Liebe,140,250, Soap,Reeks,16
16-02-2021,16:20,-,vier,2018,Likoké On Tour,1,5, Culinair Magazine,Serie,1
16-02-2021,16:35,-,vier,2013,De Wereld op je Bord,8,21, Culinair Magazine,Serie,1
16-02-2021,16:55,-,vier,2021,Dag dokter,9,-, Docusoap,Documentaire,1
16-02-2021,17:10,"Gene Bervoets (Peter), Huub Stapel (Dirk), Andrea Croonenberghs (Anne), Warre Borgmans (JL Hubert), Ann Ceurvels (Claudia)",een,1997,Windkracht 10,19,23, Dramaserie,Reeks,1
16-02-2021,17:45,-,vtm,2021,VTM NIEUWS,-,-,-,Serie,-
16-02-2021,17:50,-,vtm,2018,Echte Verhalen: De Buurtpolitie,42,70, Reality-show,Serie,10
16-02-2021,17:35,-,vier,2021,Stukken Van Mensen,3,-, Realityreeks,Reportage,6
16-02-2021,18:04,-,een,2021,Het journaal,-,-,-,Serie,-
16-02-2021,18:10,-,een,2021,Het weer,-,-, Weerbericht,Nieuws,-
16-02-2021,18:15,-,een,-,Dagelijkse Kost,2731,240, Culinair Magazine,Serie,11
16-02-2021,18:30,-,een,2020,Blokken,5688,205, Quiz,Spelprogramma's,2020
16-02-2021,18:20,"Tinne Oltmans (Lisa), Oscar Willems (Jonas), Anouck Luyten (Katja), Bert Verbeke (Gert), Hilde De Baerdemaeker (Suzanne)",vtm,2021,Lisa,17,205, Romantische Serie,Reeks,1
16-02-2021,18:50,-,vier,2015,Komen eten,26,-, Culinair Magazine,Serie,14
16-02-2021,19:00,-,een,2021,Het journaal,-,-,-,Serie,-
16-02-2021,19:40,-,een,2020,Iedereen beroemd,146,246,-,Reportage,2020
16-02-2021,19:15,"Ruth Beeckmans (Evi), Dominique Van Malder (Raf), Benny Claessens (Geoffrey), Marjan De Schutter (Indina), Tom Ternest (Bart)",canvas,2020,Albatros,1,8, Dramaserie,Reeks,1
16-02-2021,19:00,-,vtm,2021,VTM NIEUWS,-,-,-,Serie,-
16-02-2021,19:55,-,vtm,2021,Het Weer,-,-, Weerbericht,Nieuws,-
16-02-2021,19:50,-,vier,2021,Dag dokter,10,-, Docusoap,Documentaire,1
16-02-2021,20:05,-,een,2021,Het weer,-,-, Weerbericht,Nieuws,-
