Date of Movie,Starting Time,Actors,Channel Name,Production Date,Title of Show,Current Episode,Total Episodes,Genre,Series/Movie,Season Number
04-02-2021,01:35,-,een,2021,Journaallus,-,-, Nieuws In Lusvorm,Serie,-
04-02-2021,00:15,-,canvas,2021,Canvaslus,-,-,-,Serie,-
04-02-2021,01:30,-,vtm,-,Qmusic,-,-,-,-,-
04-02-2021,00:15,-,vier,-,Geen uitzending,-,-,-,Serie,-
04-02-2021,06:00,-,vtm,2017,Brandweerman Sam,11,13, Tekenfilm,Jeugdprogramma,11
04-02-2021,06:05,-,vtm,2014,De Proefknuffels,24,30,-,Jeugdprogramma,1
04-02-2021,06:15,-,vtm,2009,TiTaToverfeest,47,250, Jeugdreeks,Jeugdprogramma,1
04-02-2021,06:30,-,vtm,2009,TiTaToverfeest,48,250, Jeugdreeks,Jeugdprogramma,1
04-02-2021,06:45,-,vtm,1998,Kabouter plop,24,60, Kleuterprogramma,Jeugdprogramma,1998
04-02-2021,06:50,-,vtm,2016,De Avonturen van de Gelaarsde Kat,24,26, Tekenfilm,Jeugdprogramma,2
04-02-2021,07:15,-,vtm,2015,Lang Leve Koning Julien,24,26, Tekenfilm,Jeugdprogramma,2
04-02-2021,07:35,"Bab Buelens (Sofie Verlinden), Stijn Steyaert (Kamiel Mertens), Charlotte Timmers (Lara Van Acker), Arthur le Boudec (Lander Depoortere), Rick Mackenbach (Oscar Blommesteyn)",vtm,2012,Skilz,24,26,-,Jeugdprogramma,2
04-02-2021,07:50,-,vtm,2018,De Buurtpolitie - Extra,5,24, Reality-show,Serie,2
04-02-2021,08:05,-,vtm,2018,De Buurtpolitie - Extra,6,24, Reality-show,Serie,2
04-02-2021,08:20,-,vtm,2019,Wakandy,24,28,-,Show,2
04-02-2021,08:35,-,vtm,2018,Pokémon: Zon & Maan Ultra-Avonturen,24,48, Tekenfilm,Jeugdprogramma,21
04-02-2021,08:55,-,vtm,2016,Draken: Race Naar de Rand,11,13, Tekenfilm,Jeugdprogramma,2
04-02-2021,08:30,-,vier,2014,De sterrenkaart,5,8, Culinair Magazine,Serie,1
04-02-2021,08:55,-,vier,2010,Tot op de Graat,21,40, Culinair Magazine,Serie,1
04-02-2021,09:00,-,een,-,Winterbeelden,-,-,-,Serie,-
04-02-2021,09:00,-,canvas,-,Winterbeelden,-,-,-,Serie,-
04-02-2021,09:15,-,vtm,2020,Lego Ninjago,15,32, Tekenfilm,Jeugdprogramma,2
04-02-2021,09:25,-,vtm,2020,Lego Ninjago,16,32, Tekenfilm,Jeugdprogramma,2
04-02-2021,09:35,-,vtm,2019,Loïc: Zot van Koken,58,65, Culinair Magazine,Serie,1
04-02-2021,09:50,-,vtm,2020,Geen uitzending,-,-,-,-,-
04-02-2021,09:15,-,vier,2016,Soep!,10,20, Culinair Magazine,Serie,1
04-02-2021,09:30,-,vier,2020,The Block Australia,27,50,-,Spelprogramma's,16
04-02-2021,10:00,-,een,2020,Radio 2 op één,113,220,-,Serie,2020
04-02-2021,10:00,-,canvas,2021,Ketnet Junior,35,365, Kleuterprogramma,Jeugdprogramma,2021
04-02-2021,10:20,-,vier,-,Geen uitzending,-,-,-,Serie,-
04-02-2021,11:55,-,vtm,2018,Echte Verhalen: De Buurtpolitie,33,70, Reality-show,Serie,10
04-02-2021,12:00,-,een,-,Winterbeelden,-,-,-,Serie,-
04-02-2021,12:20,-,een,-,Dagelijkse Kost,2720,240, Culinair Magazine,Serie,11
04-02-2021,12:35,-,een,2020,Blokken,5595,205, Spelshow,Serie,2020
