Date of Movie,Starting Time,Actors,Channel Name,Production Date,Title of Show,Current Episode,Total Episodes,Genre,Series/Movie,Season Number
21-02-2021,01:05,-,een,2021,Journaallus,-,-, Nieuws In Lusvorm,Serie,-
21-02-2021,00:15,-,canvas,2021,Canvaslus,-,-,-,Serie,-
21-02-2021,02:30,-,vtm,-,Qmusic,-,-,-,-,-
21-02-2021,05:00,-,vier,-,Geen uitzending,-,-,-,Serie,-
21-02-2021,06:15,-,vtm,2017,Brandweerman Sam,6,13, Animatie,Jeugdprogramma,11
21-02-2021,06:20,-,vtm,2017,Spirit: Samen Vrij,1,26, Animatie,Jeugdprogramma,1
21-02-2021,06:45,-,vtm,2017,Spirit: Samen Vrij,2,26, Animatie,Jeugdprogramma,1
21-02-2021,07:05,-,vtm,2018,Polly Pocket,3,26, Animatie,Jeugdprogramma,1
21-02-2021,07:25,-,vtm,2018,Polly Pocket,4,26, Animatie,Jeugdprogramma,1
21-02-2021,07:50,-,vtm,2016,Lang Leve Koning Julien,7,26, Animatie,Jeugdprogramma,3
21-02-2021,07:10,-,vier,2016,De gezonde goesting,8,8, Culinair Magazine,Serie,1
21-02-2021,07:35,-,vier,2014,De sterrenkaart,7,8, Culinair Magazine,Serie,1
21-02-2021,08:10,-,vtm,2016,Lang Leve Koning Julien,8,26, Animatie,Jeugdprogramma,3
21-02-2021,08:35,-,vtm,2018,Tarzan en Jane,5,5, Animatie,Jeugdprogramma,2
21-02-2021,08:55,-,vtm,2017,Tarzan en Jane,1,8, Animatie,Jeugdprogramma,1
21-02-2021,08:10,-,vier,2010,Roger van Damme: Desserts,25,30, Culinair Magazine,Serie,1
21-02-2021,08:30,-,vier,-,Geen uitzending,-,-,-,Serie,-
21-02-2021,09:00,-,een,-,Winterbeelden,-,-,-,Serie,-
21-02-2021,09:00,-,canvas,-,Winterbeelden,-,-,-,Serie,-
21-02-2021,09:15,-,vtm,2018,De Buurtpolitie - Extra,21,24, Reality,Show,2
21-02-2021,09:30,-,vtm,2018,De Buurtpolitie - Extra,22,24, Reality,Show,2
21-02-2021,09:45,"Ivo Pauwels (Nonkel Jef), Linda De Ridder (Odette Nollet), Luc Verhoeven (Izzi), Paul-Emile Van Royen (Louis), Nicole Laurent (Magda)",vtm,2000,Nonkel Jef,10,27, Komische Serie,Reeks,6
21-02-2021,10:00,-,canvas,2021,Ketnet Junior,52,365, Kleuterprogramma,Jeugdprogramma,2021
21-02-2021,10:05,-,vtm,2020,Geen uitzending,-,-,-,-,-
21-02-2021,10:35,-,vier,2020,Sports Late Night,-,-, Voetbal,Sport,-
21-02-2021,11:20,-,een,2021,Week Van De Belgische Muziek,1,2, Muziekshow,Serie,2021
21-02-2021,11:15,-,vier,-,Geen uitzending,-,-,-,Serie,-
21-02-2021,12:10,-,een,2021,Week Van De Belgische Muziek,2,2, Muziekshow,Serie,2021
21-02-2021,12:10,"Jesse Spencer (Matthew Casey), Taylor Kinney (Kelly Severide), Eamonn Walker (Wallace Boden), Yuri Sardarov (Brian Otis Zvonecek), Kara Killmer (Sylvie Brett)",vtm,2019,Chicago Fire,15,20, Dramaserie,Reeks,8
21-02-2021,13:00,-,een,2021,Het journaal,-,-,-,Serie,-
21-02-2021,13:25,-,een,2021,Het weer,-,-, Weerbericht,Nieuws,-
21-02-2021,13:30,-,een,2021,Sporza op zondag,-,-,-,Serie,-
21-02-2021,13:00,-,vtm,2021,VTM NIEUWS,-,-,-,Serie,-
21-02-2021,13:40,-,vtm,2021,Het Weer,-,-, Weerbericht,Nieuws,-
21-02-2021,13:45,"Rachel Bilson (Sam Swift), Eddie Cibrian (Eddie Valetik), Alice Lee (Monica), Xavier de Guzman (Roberto 'Berto' Vasquez), Aliyah O'Brien (Christine Rollins)",vtm,2018,Take Two,1,13, Dramaserie,Reeks,1
21-02-2021,14:35,"Tim Allen (Mike Baxter), Nancy Travis (Vanessa Baxter), Hector Elizondo (Ed Alzate), Christoph Sanders (Kyle Anderson), Amanda Fuller (Kristin Baxter)",vtm,2019,Last Man Standing,13,21, Komische Serie,Reeks,8
21-02-2021,14:55,-,vtm,2016,America's Funniest Home Videos,28,44, Komische Show,Serie,28
21-02-2021,14:20,-,vier,2018,Likoké On Tour,1,5, Culinair Magazine,Serie,1
21-02-2021,14:35,-,vier,2018,Het Weekmenu - reeks 2,4,8, Culinair Magazine,Serie,1
21-02-2021,15:25,"Tinne Oltmans (Lisa), Oscar Willems (Jonas), Anouck Luyten (Katja), Bert Verbeke (Gert), Hilde De Baerdemaeker (Suzanne)",vtm,2021,Lisa,16,205, Romantische Serie,Reeks,1
21-02-2021,15:55,"Tinne Oltmans (Lisa), Oscar Willems (Jonas), Anouck Luyten (Katja), Bert Verbeke (Gert), Hilde De Baerdemaeker (Suzanne)",vtm,2021,Lisa,17,205, Romantische Serie,Reeks,1
21-02-2021,15:15,-,vier,2015,Komen eten,25,-, Culinair Magazine,Serie,14
21-02-2021,16:20,"Tinne Oltmans (Lisa), Oscar Willems (Jonas), Anouck Luyten (Katja), Bert Verbeke (Gert), Hilde De Baerdemaeker (Suzanne)",vtm,2021,Lisa,18,205, Romantische Serie,Reeks,1
21-02-2021,16:50,"Tinne Oltmans (Lisa), Oscar Willems (Jonas), Anouck Luyten (Katja), Bert Verbeke (Gert), Hilde De Baerdemaeker (Suzanne)",vtm,2021,Lisa,19,205, Romantische Serie,Reeks,1
21-02-2021,16:05,-,vier,2015,Komen eten,26,-, Culinair Magazine,Serie,14
21-02-2021,16:55,-,vier,2015,Komen eten,27,-, Culinair Magazine,Serie,14
21-02-2021,17:15,"Tinne Oltmans (Lisa), Oscar Willems (Jonas), Anouck Luyten (Katja), Bert Verbeke (Gert), Hilde De Baerdemaeker (Suzanne)",vtm,2021,Lisa,20,205, Romantische Serie,Reeks,1
21-02-2021,17:40,-,vtm,2021,VTM NIEUWS,-,-,-,Serie,-
21-02-2021,17:45,-,vtm,2020,Game of Talents,1,6, Spelshow,Serie,1
21-02-2021,17:45,-,vier,2015,Komen eten,28,-, Culinair Magazine,Serie,14
21-02-2021,18:04,-,een,2021,Het journaal,-,-,-,Serie,-
21-02-2021,18:10,-,een,-,Dagelijkse Kost,2735,240, Culinair Magazine,Serie,11
21-02-2021,18:35,-,vier,2021,Bye Bye Belgium,3,-, Realityreeks,Reportage,1
21-02-2021,19:00,-,een,2021,Het journaal - Sportweekend,-,-,-,Serie,-
21-02-2021,19:55,-,een,2021,Het weer,-,-, Weerbericht,Nieuws,-
21-02-2021,19:00,-,canvas,2019,Rolkrant,-,-,-,Serie,-
21-02-2021,19:30,-,canvas,2021,Vranckx,6,52,-,Reportage,2021
21-02-2021,19:00,-,vtm,2021,VTM NIEUWS,-,-,-,Serie,-
21-02-2021,19:45,-,vtm,2021,Het Weer,-,-, Weerbericht,Nieuws,-
21-02-2021,19:55,-,vtm,2021,Blind Getrouwd,2,11, Reality,Show,6
21-02-2021,19:40,-,vier,2021,De Bachelorette,1,-, Realityreeks,Reportage,1
21-02-2021,20:00,-,een,2021,Twee tot de zesde macht,1,10, Spelshow,Serie,8
21-02-2021,20:55,"Gene Bervoets (Maurice Teirlinck), Lennard Corne (Jasper Greeve), Lize Feryn (Alice Teirlinck), Titus De Voogdt (Vinnie Scheepers), Katelijne Verbeke (Bea Teirlinck)",een,2021,Beau Séjour,4,10, Dramaserie,Reeks,2
21-02-2021,20:00,-,canvas,2021,Het Journaal Update,-,-,-,Serie,-
21-02-2021,20:10,-,canvas,2020,In Europa,16,20, Geschiedkundige Documentaire,Serie,3
21-02-2021,20:50,-,canvas,2020,Planet of Treasures,1,6, Kunstdocumentaire,Serie,1
21-02-2021,20:50,-,vier,2020,Over De Oceaan,8,8, Realityreeks,Reportage,1
21-02-2021,21:50,-,een,2019,Griff's Great Australian Rail Trip,2,6,-,Documentaire,1
21-02-2021,21:40,-,canvas,2016,Sylvia: Tracing Blood,-,-, Documentair Portret,Documentaire,2016
21-02-2021,21:20,-,vtm,2020,Blijven Slapen,5,40, Datingprogramma,Show,1
21-02-2021,21:55,-,vier,2021,Big Brother,42,-, Reality,Show,1
21-02-2021,22:35,-,een,2021,Het journaal,-,-,-,Serie,-
21-02-2021,22:54,-,een,2021,Keno,52,365,-,Informatief Programma,2021
21-02-2021,22:55,-,een,2021,Het weer,-,-, Weerbericht,Nieuws,-
21-02-2021,22:40,Frédéric Laffont,canvas,2016,"De Munt, achter het rode Toneelscherm",-,-, Kunstdocumentaire,Serie,2016
21-02-2021,22:00,-,vtm,2021,Telefacts,6,39,-,Magazine,2021
21-02-2021,22:50,-,vtm,2021,Later Als Ik Groot Ben,1,8, Reality,Show,1
21-02-2021,22:55,-,vier,2020,Sports Late Night,-,-, Voetbal,Sport,-
21-02-2021,23:00,-,een,2015,First dates,14,-, Datingprogramma,Show,4
21-02-2021,23:45,-,een,2021,Journaallus,-,-, Nieuws In Lusvorm,Serie,-
21-02-2021,23:50,"Gabriel Macht (Harvey Specter), Rick Hoffman (Louis Litt), Sarah Rafferty (Donna Paulsen), Pierce Wendell (Robert Zane), Katherine Heigl (Samantha Wheeler)",vtm,2018,Suits,9,16, Dramaserie,Reeks,8
21-02-2021,23:55,-,vier,2015,Tweedehands deluxe,5,-, Reality,Show,3
21-02-2021,00:10,-,canvas,2021,Canvaslus,-,-,-,Serie,-
21-02-2021,00:45,-,vtm,2020,Geen uitzending,-,-,-,-,-
21-02-2021,01:15,-,vtm,-,Qmusic,-,-,-,-,-
21-02-2021,01:25,-,vtm,2020,Geen uitzending,-,-,-,-,-
21-02-2021,01:00,-,vier,2020,Sports Late Night,-,-, Voetbal,Sport,-
21-02-2021,02:00,-,vier,2020,Sports Late Night,-,-, Voetbal,Sport,-
21-02-2021,03:00,-,vier,-,Geen uitzending,-,-,-,Serie,-
21-02-2021,05:00,-,vijf,-,Geen uitzending,-,-,-,Serie,-
21-02-2021,03:15,-,vtm2,2020,Geen uitzending,-,-,-,-,-
21-02-2021,01:30,-,vtm3,2020,Geen uitzending,-,-,-,-,-
21-02-2021,01:00,-,vtm4,2020,Geen uitzending,-,-,-,-,-
21-02-2021,07:30,"Katherine Heigl (Sadie Ellis), Dulé Hill (Albert Cobb), Laverne Cox (Cameron Wirth), Walker Dreama (Tiffany Simon), Kobi Libii (Nick Brady)",vijf,2017,Doubt,2,13, Dramaserie,Reeks,1
21-02-2021,07:15,-,vtm2,2019,Project Runway,6,14, Realityreeks,Reportage,18
21-02-2021,08:10,"Katherine Heigl (Sadie Ellis), Dulé Hill (Albert Cobb), Laverne Cox (Cameron Wirth), Walker Dreama (Tiffany Simon), Kobi Libii (Nick Brady)",vijf,2017,Doubt,3,13, Dramaserie,Reeks,1
21-02-2021,08:55,-,vijf,-,Geen uitzending,-,-,-,Serie,-
21-02-2021,08:00,-,vtm2,2020,Geen uitzending,-,-,-,-,-
21-02-2021,09:55,"Julian McMahon (Jess LaCroix), Kellan Lutz (Kenny Crosby), Roxy Sternberg (Sheryll Barnes), Keisha Castle-Hughes (Hana Gibson), Nathaniel Arcand (Clinton Skye)",vijf,2020,FBI: Most Wanted,13,14, Misdaadserie,Reeks,1
21-02-2021,10:40,-,vijf,-,Geen uitzending,-,-,-,Serie,-
21-02-2021,10:00,-,vtm2,2020,Champions League Magazine,18,33, Sportmagazine,Serie,11
21-02-2021,10:25,-,vtm2,2020,Geen uitzending,-,-,-,-,-
21-02-2021,10:55,"Milo Ventimiglia (Jack Pearson), Mandy Moore (Rebecca Pearson), Sterling K Brown (Randall Pearson), Chrissy Metz (Kate Pearson), Justin Hartley (Kevin Pearson)",vtm3,2018,This Is Us,6,18, Dramaserie,Reeks,3
21-02-2021,11:10,"Julian McMahon (Jess LaCroix), Kellan Lutz (Kenny Crosby), Roxy Sternberg (Sheryll Barnes), Keisha Castle-Hughes (Hana Gibson), Nathaniel Arcand (Clinton Skye)",vijf,2020,FBI: Most Wanted,14,14, Misdaadserie,Reeks,1
21-02-2021,11:55,-,vijf,-,Geen uitzending,-,-,-,Serie,-
