Date of Movie,Starting Time,Actors,Channel Name,Production Date,Title of Show,Current Episode,Total Episodes,Genre,Series/Movie,Season Number
10-01-2021,01:20,-,een,2021,Journaallus,-,-, Nieuws In Lusvorm,Serie,-
10-01-2021,00:20,-,canvas,2021,Canvaslus,-,-,-,Serie,-
10-01-2021,02:00,-,vtm,-,Qmusic,-,-,-,-,-
10-01-2021,02:20,-,vier,-,Geen uitzending,-,-,-,Serie,-
10-01-2021,06:05,-,vtm,2017,Brandweerman Sam,2,13, Tekenfilm,Jeugdprogramma,11
10-01-2021,06:15,-,vtm,2017,Spirit: Samen Vrij,3,26, Tekenfilm,Jeugdprogramma,1
10-01-2021,06:35,-,vtm,2017,Spirit: Samen Vrij,4,26, Tekenfilm,Jeugdprogramma,1
10-01-2021,06:55,-,vtm,2016,De Avonturen van de Gelaarsde Kat,3,26, Tekenfilm,Jeugdprogramma,2
10-01-2021,07:20,-,vtm,2016,De Avonturen van de Gelaarsde Kat,4,26, Tekenfilm,Jeugdprogramma,2
10-01-2021,07:40,-,vtm,2015,Lang Leve Koning Julien,3,26, Tekenfilm,Jeugdprogramma,2
10-01-2021,07:15,-,vier,2016,De gezonde goesting,1,8, Culinair Magazine,Serie,1
10-01-2021,07:35,-,vier,2014,De sterrenkaart,1,8, Culinair Magazine,Serie,1
10-01-2021,08:05,-,vtm,2015,Lang Leve Koning Julien,4,26, Tekenfilm,Jeugdprogramma,2
10-01-2021,08:25,-,vtm,2015,Draken: Race Naar de Rand,3,13, Tekenfilm,Jeugdprogramma,1
10-01-2021,08:50,-,vtm,2015,Draken: Race Naar de Rand,4,13, Tekenfilm,Jeugdprogramma,1
10-01-2021,08:10,-,vier,2013,De Dagschotel,21,-, Culinair Magazine,Serie,2
10-01-2021,08:20,"Iain Armitage (Sheldon), Zoe Perry (Mary), Lance Barber (George Sr.), Jordan Montana (Georgie), Raegan Revord (Missy)",vier,2017,Young Sheldon,19,22, Komische Serie,Reeks,1
10-01-2021,08:40,"Iain Armitage (Sheldon), Zoe Perry (Mary), Lance Barber (George Sr.), Jordan Montana (Georgie), Raegan Revord (Missy)",vier,2017,Young Sheldon,20,22, Komische Serie,Reeks,1
10-01-2021,09:00,-,een,-,Winterbeelden,-,-,-,Serie,-
10-01-2021,09:00,-,canvas,-,Winterbeelden,-,-,-,Serie,-
10-01-2021,09:10,-,vtm,2017,De Buurtpolitie - Extra,36,75, Reality-show,Serie,1
10-01-2021,09:25,-,vtm,2017,De Buurtpolitie - Extra,37,75, Reality-show,Serie,1
10-01-2021,09:40,"Ivo Pauwels (Nonkel Jef), Linda De Ridder (Odette Nollet), Luc Verhoeven (Izzi), Paul-Emile Van Royen (Louis), Nicole Laurent (Magda)",vtm,1999,Nonkel Jef,39,41, Komische Serie,Reeks,5
10-01-2021,09:00,-,vier,-,Geen uitzending,-,-,-,Serie,-
10-01-2021,10:00,-,een,2021,Erediensten,-,-,-,Serie,-
10-01-2021,10:00,-,canvas,2021,Ketnet Junior,10,365, Kleuterprogramma,Jeugdprogramma,2021
10-01-2021,10:05,-,vtm,2020,Geen uitzending,-,-,-,-,-
10-01-2021,11:00,-,een,2021,De Zevende Dag,1,36, Praatprogramma Over De Actualiteit,Praatprogramma's,2021
10-01-2021,11:00,-,vier,2020,Sports Late Night,-,-, Voetbal,Sport,-
10-01-2021,11:45,-,vier,-,Geen uitzending,-,-,-,Serie,-
10-01-2021,12:05,"Jesse Spencer (Matthew Casey), Taylor Kinney (Kelly Severide), Eamonn Walker (Wallace Boden), Yuri Sardarov (Brian Otis Zvonecek), Kara Killmer (Sylvie Brett)",vtm,2019,Chicago Fire,9,20, Dramaserie,Reeks,8
10-01-2021,13:00,-,een,2021,Het journaal,-,-,-,Serie,-
10-01-2021,13:25,-,een,2021,Het weer,-,-, Weerbericht,Nieuws,-
10-01-2021,13:30,-,een,2021,Sporza op zondag,-,-,-,Serie,-
10-01-2021,13:00,-,vtm,2021,VTM NIEUWS,-,-,-,Serie,-
10-01-2021,13:40,-,vtm,2021,Het Weer,-,-, Weerbericht,Nieuws,-
10-01-2021,13:45,"Colin Hanks (Greg), Betsy Brandt (Heather), Thomas Sadoski (Matt), Zoe Lister-Jones (Jen), Dan Bakkedahl (Tim)",vtm,2018,Life in Pieces,6,13, Komische Serie,Reeks,4
10-01-2021,14:20,"Cate Blanchett (stiefmoeder), Lily James (Assepoester), Richard Madden (prins Kit), Stellan Skarsgård (groothertog), Holliday Grainger (Anastasia)",vtm,2015,Cinderella,-,-, Familiefilm,Film,-
10-01-2021,14:45,-,vier,2016,Sportfood,1,6,-,Magazine,1
10-01-2021,15:15,-,vier,2017,"De Chalet, 3 chefs, een feest",6,-, Culinair Magazine,Serie,1
10-01-2021,15:55,-,vier,2015,Komen Eten,1,-, Culinair Magazine,Serie,14
10-01-2021,16:50,-,een,-,Dieren in nesten,12,-,-,Reportage,5
10-01-2021,16:10,"Rik Verheye (Buster Moon), Vicky Florus (Rosita), Govert Deploige (Mike), Kürt Rogiers (Eddie)",vtm,2016,Sing,-,-, Animatiefilm,Film,-
10-01-2021,16:35,-,vier,2015,Komen Eten,2,-, Culinair Magazine,Serie,14
10-01-2021,17:10,-,een,2020,Het hoge noorden,2,10, Realityreeks,Reportage,1
10-01-2021,17:20,-,vier,2015,Komen Eten,3,-, Culinair Magazine,Serie,14
10-01-2021,18:04,-,een,2021,Het journaal,-,-,-,Serie,-
10-01-2021,18:10,-,een,-,Dagelijkse Kost,2699,240, Culinair Magazine,Serie,11
10-01-2021,18:05,-,vtm,2021,VTM NIEUWS,-,-,-,Serie,-
10-01-2021,18:10,-,vtm,2020,RIP 2020,7,9,-,Show,1
10-01-2021,18:10,-,vier,2015,Komen Eten,4,-, Culinair Magazine,Serie,14
10-01-2021,19:00,-,een,2021,Het journaal,-,-,-,Serie,-
10-01-2021,19:40,-,een,2021,Het weer,-,-, Weerbericht,Nieuws,-
10-01-2021,19:45,-,een,2018,The Polar Bear Cub,-,-, Natuurdocumentaire,Serie,2018
10-01-2021,19:00,-,canvas,2019,Rolkrant,-,-,-,Serie,-
10-01-2021,19:30,-,canvas,2021,Vranckx,1,52,-,Reportage,2021
10-01-2021,19:00,-,vtm,2021,VTM NIEUWS,-,-,-,Serie,-
10-01-2021,19:45,-,vtm,2021,Het Weer,-,-, Weerbericht,Nieuws,-
10-01-2021,19:55,"Jaak Van Assche (Frans Van As), Peter Thyssen (Herman Van As), Tania Kloek (Martine Baels), Carry Goossens (Frakke), Els Béatse (Rita)",vtm,2019,De Zonen van Van As,9,13, Komische Serie,Reeks,5
10-01-2021,19:00,-,vier,2020,Boerenjaar,1,-,-,Magazine,2
10-01-2021,20:15,-,een,2021,Reizen Waes: Vlaanderen,2,7, Reisdocumentaire,Serie,6
10-01-2021,20:00,-,canvas,2021,Het Journaal Update,-,-,-,Serie,-
10-01-2021,20:10,"Matt Hamilton, Paul Reddish",canvas,2017,Islands in Time: A Wildlife Odyssey,3,3, Natuurdocumentaire,Serie,2017
10-01-2021,20:30,"Mark Wahlberg (Bob Lee Swagger), Danny Glover (Isaac Johnson), Donovan Tate (Russ Turner), Kate Mara (Sarah Fenn), Michael Peña (Nick Memphis)",vtm,2007,Shooter,-,-, Actiethriller,Film,-
10-01-2021,20:00,-,vier,2021,De Verhulstjes,1,-, Realityreeks,Reportage,1
10-01-2021,21:05,"Geert Van Rampelberg (Michael Dendoncker), Sara De Roo (Annemie Hillebrand), Lucas Van den Eynde (Herman Pauwels), Ruth Becquart (Nathalie Maes), Nora Gharib (Lila Bennani)",een,2020,Black-out,8,10, Thrillerserie,Reeks,1
10-01-2021,21:50,Anthony Holland,een,2020,Great Continental Railway Journeys,2,-, Toeristisch Magazine,Serie,7
10-01-2021,21:00,-,canvas,2020,Lucy Worsley's Royal Myths & Secrets,4,6, Geschiedkundige Documentaire,Serie,1
10-01-2021,21:55,"Vincent Coen, Guillaume Vandenberghe",canvas,2017,Rien n'est pardonné,-,-, Documentair Portret,Documentaire,2017
10-01-2021,21:00,-,vier,2020,Over De Oceaan,2,6, Realityreeks,Reportage,1
10-01-2021,22:50,-,een,2021,Het journaal,-,-,-,Serie,-
10-01-2021,22:50,-,vtm,2021,Telefacts,1,39,-,Magazine,2021
10-01-2021,22:00,-,vier,2021,Big Brother,6,-, Reality-show,Serie,1
10-01-2021,23:04,-,een,2021,Keno,10,365,-,Informatief Programma,2021
10-01-2021,23:05,-,een,2021,Het weer,-,-, Weerbericht,Nieuws,-
10-01-2021,23:10,-,een,2017,First Dates (GB),23,25, Datingprogramma,Show,2017
10-01-2021,23:55,-,een,2021,De Zevende Dag,1,36, Praatprogramma Over De Actualiteit,Praatprogramma's,2021
10-01-2021,23:00,-,canvas,2019,American modern Art,-,-,-,Documentaire,-
10-01-2021,23:55,-,canvas,2021,Canvaslus,-,-,-,Serie,-
10-01-2021,23:45,"Gabriel Macht (Harvey Specter), Rick Hoffman (Louis Litt), Sarah Rafferty (Donna Paulsen), Pierce Wendell (Robert Zane), Katherine Heigl (Samantha Wheeler)",vtm,2018,Suits,3,16, Dramaserie,Reeks,8
10-01-2021,23:00,-,vier,2020,Sports Late Night,-,-, Voetbal,Sport,-
10-01-2021,23:55,-,vier,2018,'t Is gebeurd,1,-, Komische Show,Serie,4
10-01-2021,00:35,-,vtm,-,Qmusic,-,-,-,-,-
10-01-2021,00:35,-,vier,2020,Sports Late Night,-,-, Voetbal,Sport,-
10-01-2021,01:55,-,een,2021,Journaallus,-,-, Nieuws In Lusvorm,Serie,-
10-01-2021,01:00,-,vtm,2020,Geen uitzending,-,-,-,-,-
10-01-2021,01:30,-,vtm,-,Qmusic,-,-,-,-,-
10-01-2021,01:20,-,vier,2020,Sports Late Night,-,-, Voetbal,Sport,-
10-01-2021,02:10,-,vier,2020,Sports Late Night,-,-, Voetbal,Sport,-
10-01-2021,02:55,-,vier,-,Geen uitzending,-,-,-,Serie,-
10-01-2021,01:30,-,vijf,-,Geen uitzending,-,-,-,Serie,-
10-01-2021,02:30,-,vtm2,2020,Geen uitzending,-,-,-,-,-
10-01-2021,02:00,-,vtm3,2020,Geen uitzending,-,-,-,-,-
10-01-2021,01:05,-,vtm4,2020,Geen uitzending,-,-,-,-,-
10-01-2021,07:50,"Adelaide Kane (Marie Ire d'Ecosse), Megan Follows (la reine Catherine de Médicis), Rachel Skarsten (la reine Elizabeth), Celina Sinden (Greer), Anna Popplewell (Lola)",vijf,2015,Reign,1,16, Dramaserie,Reeks,4
10-01-2021,07:15,-,vtm2,2019,Project Runway,1,14, Realityreeks,Reportage,18
10-01-2021,08:30,"Adelaide Kane (Marie Ire d'Ecosse), Megan Follows (la reine Catherine de Médicis), Rachel Skarsten (la reine Elizabeth), Celina Sinden (Greer), Anna Popplewell (Lola)",vijf,2015,Reign,2,16, Dramaserie,Reeks,4
10-01-2021,08:00,-,vtm2,2020,Geen uitzending,-,-,-,-,-
10-01-2021,09:10,"Dana Delany (Megan Hunt), Mark Valley (Tommy Sullivan), Ryan Jeri (Kate Murphy), Geoffrey Arend (Ethan Gross), Windell Middlebrooks (Curtis Brumfield)",vijf,2013,Body of Proof,3,13, Misdaadserie,Reeks,3
10-01-2021,09:50,"Dana Delany (Megan Hunt), Mark Valley (Tommy Sullivan), Ryan Jeri (Kate Murphy), Geoffrey Arend (Ethan Gross), Windell Middlebrooks (Curtis Brumfield)",vijf,2013,Body of Proof,4,13, Misdaadserie,Reeks,3
10-01-2021,10:30,-,vijf,-,Geen uitzending,-,-,-,Serie,-
10-01-2021,10:00,-,vtm2,2020,Geen uitzending,-,-,-,-,-
10-01-2021,10:50,"Johnny Galecki (Leonard Hofstadter), Kaley Cuoco (Penny), Jim Parsons (Sheldon Cooper), Simon Helberg (Howard Wolowitz), Kunal Nayyar (Raj Koothrappali)",vtm3,2015,The Big Bang Theory,17,24, Komische Serie,Reeks,8
10-01-2021,11:35,"Julian McMahon (Jess LaCroix), Kellan Lutz (Kenny Crosby), Roxy Sternberg (Sheryll Barnes), Keisha Castle-Hughes (Hana Gibson), Nathaniel Arcand (Clinton Skye)",vijf,2020,FBI: Most Wanted,1,14, Misdaadserie,Reeks,1
10-01-2021,11:10,"Johnny Galecki (Leonard Hofstadter), Kaley Cuoco (Penny), Jim Parsons (Sheldon Cooper), Simon Helberg (Howard Wolowitz), Kunal Nayyar (Raj Koothrappali)",vtm3,2015,The Big Bang Theory,18,24, Komische Serie,Reeks,8
10-01-2021,11:35,-,vtm3,2020,Geen uitzending,-,-,-,-,-
10-01-2021,12:15,-,vijf,-,Geen uitzending,-,-,-,Serie,-
10-01-2021,12:50,"Julian McMahon (Jess LaCroix), Kellan Lutz (Kenny Crosby), Roxy Sternberg (Sheryll Barnes), Keisha Castle-Hughes (Hana Gibson), Nathaniel Arcand (Clinton Skye)",vijf,2020,FBI: Most Wanted,2,14, Misdaadserie,Reeks,1
10-01-2021,12:20,"Kameron Westcott, LeeAnne Locken, Cary Deuber, D'Andra Simmons, Tiffany Hendra",vtm2,2018,The Real Housewives of Dallas,8,19, Realityreeks,Reportage,3
10-01-2021,13:35,-,vijf,-,Geen uitzending,-,-,-,Serie,-
10-01-2021,13:05,-,vtm2,2020,Lang Leve de Liefde NL,28,105, Reality-show,Serie,1
10-01-2021,13:30,-,vtm2,2020,Lang Leve de Liefde NL,29,105, Reality-show,Serie,1
10-01-2021,13:55,-,vtm2,2020,Lang Leve de Liefde NL,30,105, Reality-show,Serie,1
