Date of Movie;Starting Time;Actors;Channel Name;Production Date;Title of Show;Current Episode;Total Episodes;Genre;Series/Movie;Season Number
9/01/2021;1:55;-;een;2021;Journaallus;-;-; Nieuws In Lusvorm;Serie;-
9/01/2021;23:53;-;canvas;2021;Canvaslus;-;-;-;Serie;-
9/01/2021;2:40;-;vtm;-;Qmusic;-;-;-;-;-
9/01/2021;0:30;-;vier;-;Geen uitzending;-;-;-;Serie;-
9/01/2021;6:05;-;vtm;2017;Brandweerman Sam;1;13; Tekenfilm;Jeugdprogramma;11
9/01/2021;6:15;-;vtm;2017;Spirit: Samen Vrij;1;26; Tekenfilm;Jeugdprogramma;1
9/01/2021;6:40;-;vtm;2017;Spirit: Samen Vrij;2;26; Tekenfilm;Jeugdprogramma;1
9/01/2021;7:00;-;vtm;2016;De Avonturen van de Gelaarsde Kat;1;26; Tekenfilm;Jeugdprogramma;2
9/01/2021;7:20;-;vtm;2016;De Avonturen van de Gelaarsde Kat;2;26; Tekenfilm;Jeugdprogramma;2
9/01/2021;7:45;-;vtm;2015;Lang Leve Koning Julien;1;26; Tekenfilm;Jeugdprogramma;2
9/01/2021;7:25;-;vier;2013;De Wereld op je Bord;2;21; Culinair Magazine;Serie;1
9/01/2021;7:45;-;vier;2010;Tot op de Graat;17;40; Culinair Magazine;Serie;1
9/01/2021;8:00;-;een;2020;Radio 2 op één;13;220;-;Serie;2020
9/01/2021;8:05;-;vtm;2015;Lang Leve Koning Julien;2;26; Tekenfilm;Jeugdprogramma;2
9/01/2021;8:30;-;vtm;2015;Draken: Race Naar de Rand;1;13; Tekenfilm;Jeugdprogramma;1
9/01/2021;8:50;-;vtm;2015;Draken: Race Naar de Rand;2;13; Tekenfilm;Jeugdprogramma;1
9/01/2021;8:00;-;vier;2016;DIY (Do It Yourself);2;-; Culinair Magazine;Serie;1
9/01/2021;8:25;Iain Armitage (Sheldon), Zoe Perry (Mary), Lance Barber (George Sr.), Jordan Montana (Georgie), Raegan Revord (Missy);vier;2017;Young Sheldon;15;22; Komische Serie;Reeks;1
9/01/2021;8:45;Iain Armitage (Sheldon), Zoe Perry (Mary), Lance Barber (George Sr.), Jordan Montana (Georgie), Raegan Revord (Missy);vier;2017;Young Sheldon;16;22; Komische Serie;Reeks;1
9/01/2021;9:00;-;canvas;-;Winterbeelden;-;-;-;Serie;-
9/01/2021;9:15;-;vtm;2017;De Buurtpolitie - Extra;34;75; Reality-show;Serie;1
9/01/2021;9:25;-;vtm;2017;De Buurtpolitie - Extra;35;75; Reality-show;Serie;1
9/01/2021;9:40;Ivo Pauwels (Nonkel Jef), Linda De Ridder (Odette Nollet), Luc Verhoeven (Izzi), Paul-Emile Van Royen (Louis), Nicole Laurent (Magda);vtm;1999;Nonkel Jef;38;41; Komische Serie;Reeks;5
9/01/2021;9:05;-;vier;-;Geen uitzending;-;-;-;Serie;-
9/01/2021;10:00;-;een;-;Winterbeelden;-;-;-;Serie;-
9/01/2021;10:00;-;canvas;2021;Ketnet Junior;9;365; Kleuterprogramma;Jeugdprogramma;2021
9/01/2021;10:05;-;vtm;2020;Geen uitzending;-;-;-;-;-
9/01/2021;11:05;Iain Armitage (Sheldon), Zoe Perry (Mary), Lance Barber (George Sr.), Jordan Montana (Georgie), Raegan Revord (Missy);vier;2017;Young Sheldon;17;22; Komische Serie;Reeks;1
9/01/2021;11:25;Iain Armitage (Sheldon), Zoe Perry (Mary), Lance Barber (George Sr.), Jordan Montana (Georgie), Raegan Revord (Missy);vier;2017;Young Sheldon;18;22; Komische Serie;Reeks;1
9/01/2021;11:45;-;vier;-;Geen uitzending;-;-;-;Serie;-
9/01/2021;12:05;-;een;2021;De week van Bruzz;2;52; Actualiteitenmagazine;Serie;2021
9/01/2021;12:35;-;een;2021;De markt;1;37; Economisch Magazine;Serie;2021
9/01/2021;12:05;Gabriel Macht (Harvey Specter), Rick Hoffman (Louis Litt), Sarah Rafferty (Donna Paulsen), Pierce Wendell (Robert Zane), Katherine Heigl (Samantha Wheeler);vtm;2018;Suits;2;16; Dramaserie;Reeks;8
9/01/2021;13:00;-;een;2021;Het journaal;-;-;-;Serie;-
9/01/2021;13:25;-;een;2021;Het weer;-;-; Weerbericht;Nieuws;-
9/01/2021;13:30;-;een;2021;Villa Politica Extra;1;72; Praatprogramma Over De Actualiteit;Praatprogramma's;2021
9/01/2021;13:00;-;vtm;2021;VTM NIEUWS;-;-;-;Serie;-
9/01/2021;13:30;-;vtm;2021;Het Weer;-;-; Weerbericht;Nieuws;-
