Date of Movie,Starting Time,Actors,Channel Name,Production Date,Title of Show,Current Episode,Total Episodes,Genre,Series/Movie,Season Number
16-05-2021,01:25,-,een,2021,Journaallus,-,-, Nieuws In Lusvorm,Serie,-
16-05-2021,00:05,-,canvas,2021,Canvaslus,-,-,-,Serie,-
16-05-2021,05:50,"Walter Baele (Shelby/Max), Free Souffriau (Maya), Thomas Van Goethem (Willy), Jan Van Looveren (Kurt/Paul), Eline De Munck (Ben)",vtm,2012,Maya de Bij,16,78, Peuterprogramma,Jeugdprogramma,1
16-05-2021,06:00,-,vtm,2012,Taarten van Staf,8,10,-,Jeugdprogramma,1
16-05-2021,06:25,-,vtm,-,-,-,-,-,-,-
16-05-2021,06:35,-,vtm,-,-,-,-,-,-,-
16-05-2021,07:00,-,vtm,-,-,-,-,-,-,-
16-05-2021,07:25,-,vtm,2017,De Buurtpolitie - Extra,22,75, Reality,Show,1
16-05-2021,07:40,-,vtm,2017,De Buurtpolitie - Extra,23,75, Reality,Show,1
16-05-2021,07:55,-,vtm,-,-,-,-,-,-,-
16-05-2021,08:20,-,vtm,-,-,-,-,-,-,-
16-05-2021,08:40,-,vtm,-,-,-,-,-,-,-
16-05-2021,09:00,-,een,-,Lentebeelden,-,-,-,Serie,-
16-05-2021,09:00,-,canvas,-,-,-,-,-,-,-
16-05-2021,09:10,"Ivo Pauwels (Nonkel Jef), Linda De Ridder (Odette Nollet), Luc Verhoeven (Izzi), Paul-Emile Van Royen (Louis), Nicole Laurent (Magda)",vtm,2001,Nonkel Jef,7,34, Komische Serie,Reeks,7
16-05-2021,09:35,-,vtm,-,-,-,-,-,-,-
16-05-2021,10:00,-,canvas,2021,Ketnet Junior,136,365, Kleuterprogramma,Jeugdprogramma,2021
16-05-2021,11:00,-,een,-,-,-,-,-,-,-
16-05-2021,11:40,-,vtm,-,-,-,-,-,-,-
16-05-2021,12:25,-,vtm,2021,Drive,6,10, Automagazine,Serie,1
16-05-2021,13:00,-,een,-,-,-,-,-,-,-
16-05-2021,13:25,-,een,2021,Het weer,-,-, Weerbericht,Nieuws,-
16-05-2021,13:30,-,een,-,Routes d'Ushuaia,2,-, Natuurdocumentaire,Serie,4
16-05-2021,13:00,-,vtm,2021,VTM NIEUWS,-,-,-,Serie,-
16-05-2021,13:40,-,vtm,-,-,-,-,-,-,-
16-05-2021,13:45,"Rachel Bilson (Sam Swift), Eddie Cibrian (Eddie Valetik), Alice Lee (Monica), Xavier de Guzman (Roberto 'Berto' Vasquez), Aliyah O'Brien (Christine Rollins)",vtm,2018,Take Two,7,13, Dramaserie,Reeks,1
16-05-2021,14:00,-,een,-,-,-,-,-,-,-
16-05-2021,14:20,-,een,-,Dieren in nesten,8,13, Natuurmagazine,Serie,17
16-05-2021,14:50,"John Thaw (Inspector Morse), Kevin Whately (Detective Sergeant Lewis), Amanda Hillwood (Dr. Grayling Russell)",een,1989,Inspector Morse,4,4, Misdaadserie,Reeks,3
